Index,Phylotype,Sub-Phylotype,Sequevar,Sub-sequevar designation,Strainname,Alt Names,"Environmental Source (Soil, Water, unknown plants)",Host Species (Common name),Host Species ,Host Genus,Host Family,Host Order,Year isolated,Location Isolated,Location (Country or Territory),Location (subcontinent),Location (continent),Lat,Long,Genome Accession,Genome Level,Sequencing Tech,egl accession,mutS accession,other accession,Citation,Year published,Data entered by,Comments
1,,,,"""SFR"" (Probably phyl. II, possibly sequevar 4)",,,,Asclepias curassavica (Mexican Butterfly Weed),Asclepias curassavica,Asclepias,Apocynaceae,Gentianales,,Honduras,Honduras,Central America,North America,14.761664,-86.921641,,,,,,,"Berg 1971, https://www.apsnet.org/publications/phytopathology/backissues/Documents/1971Abstracts/Phyto61_1314.htm",1971,Tiffany Lowe-Power,
2,,,,"""SFR"" (Probably phyl. II, possibly sequevar 4)",,,,Cecropia peltata (Trumpet Tree),Cecropia peltata,Cecropia,Urticaceae,Rosales,,Honduras,Honduras,Central America,North America,14.761664,-86.921641,,,,,,,"Berg 1971, https://www.apsnet.org/publications/phytopathology/backissues/Documents/1971Abstracts/Phyto61_1314.htm",1971,Tiffany Lowe-Power,
3,,,,"""SFR"" (Probably phyl. II, possibly sequevar 4)",,,,Piper auritum (Mexican Pepperleaf),Piper auritum,Piper,Piperaceae,Piperales,,Honduras,Honduras,Central America,North America,14.761664,-86.921641,,,,,,,"Berg 1971, https://www.apsnet.org/publications/phytopathology/backissues/Documents/1971Abstracts/Phyto61_1314.htm",1971,Tiffany Lowe-Power,
4,,,,"""SFR"" (Probably phyl. II, possibly sequevar 4)",,,,Piper peltatum (Cordoncillo),Piper peltatum,Piper,Piperaceae,Piperales,,Honduras,Honduras,Central America,North America,14.761664,-86.921641,,,,,,,"Berg 1971, https://www.apsnet.org/publications/phytopathology/backissues/Documents/1971Abstracts/Phyto61_1314.htm",1971,Tiffany Lowe-Power,
5,,,,"""SFR"" (Probably phyl. II, possibly sequevar 4)",,,,Ricinus communis (Castor Bean),Ricinus communis,Ricinus,Euphorbiaceae,Malpighiales,,Honduras,Honduras,Central America,North America,14.761664,-86.921641,,,,,,,"Berg 1971, https://www.apsnet.org/publications/phytopathology/backissues/Documents/1971Abstracts/Phyto61_1314.htm",1971,Tiffany Lowe-Power,
6,,,,"""SFR"" (Probably phyl. II, possibly sequevar 4)",,,,Solanum hirtum,Solanum hirtum,Solanum,Solanaceae,Solanales,,Honduras,Honduras,Central America,North America,14.761664,-86.921641,,,,,,,"Berg 1971, https://www.apsnet.org/publications/phytopathology/backissues/Documents/1971Abstracts/Phyto61_1314.htm",1971,Tiffany Lowe-Power,
7,,,,"""SFR"" (Probably phyl. II, possibly sequevar 4)",,,,Solanum nigrum (Black Nightshade),Solanum nigrum,Solanum,Solanaceae,Solanales,,Honduras,Honduras,Central America,North America,14.761664,-86.921641,,,,,,,"Berg 1971, https://www.apsnet.org/publications/phytopathology/backissues/Documents/1971Abstracts/Phyto61_1314.htm",1971,Tiffany Lowe-Power,
8,,,,"""SFR"" (Probably phyl. II, possibly sequevar 4)",,,,Solanum umbellatum (Borrachero),Solanum umbellatum,Solanum,Solanaceae,Solanales,,Honduras,Honduras,Central America,North America,14.761664,-86.921641,,,,,,,"Berg 1971, https://www.apsnet.org/publications/phytopathology/backissues/Documents/1971Abstracts/Phyto61_1314.htm",1971,Tiffany Lowe-Power,
9,,,,"""SFR"" (Probably phyl. II, possibly sequevar 4)",,,,Solanum verbascifolium (Potato Tree),Solanum verbascifolium,Solanum,Solanaceae,Solanales,,Honduras,Honduras,Central America,North America,14.761664,-86.921641,,,,,,,"Berg 1971, https://www.apsnet.org/publications/phytopathology/backissues/Documents/1971Abstracts/Phyto61_1314.htm",1971,Tiffany Lowe-Power,
10,,,,"""SFR"" (Probably phyl. II, possibly sequevar 4)",,,,Xanthosoma roseum (Elephant's Ear),Xanthosoma roseum,Xanthosoma,Araceae,Alismatales,,Honduras,Honduras,Central America,North America,14.761664,-86.921641,,,,,,,"Berg 1971, https://www.apsnet.org/publications/phytopathology/backissues/Documents/1971Abstracts/Phyto61_1314.htm",1971,Tiffany Lowe-Power,
11,,,,,,,,Ageratum houstonianum (Bluemink),Ageratum houstonianum,Ageratum,Asteraceae,Asterales,,"Queensland, Australia",Australia,Australia and New Zealand,Oceania,-22.572791,144.55039,,,,,,,"Pegg 1971, https://doi.org/10.1071/EA9710696",1971,Tiffany Lowe-Power,
12,,,,,,,,Bidens pilosa (Black-jack),Bidens pilosa,Bidens,Asteraceae,Asterales,,"Queensland, Australia",Australia,Australia and New Zealand,Oceania,-22.572791,144.55039,,,,,,,"Pegg 1971, https://doi.org/10.1071/EA9710696",1971,Tiffany Lowe-Power,
13,,,,,,,,Crassocephalum crepidioides (Ebolo),Crassocephalum crepidioides,Crassocephalum,Asteraceae,Asterales,,"Queensland, Australia",Australia,Australia and New Zealand,Oceania,-22.572791,144.55039,,,,,,,"Pegg 1971, https://doi.org/10.1071/EA9710696",1971,Tiffany Lowe-Power,
14,,,,,,,,Dodonaea lanceolata,Dodonaea lanceolata,Dodonaea,Sapindaceae,Sapindales,,"Queensland, Australia",Australia,Australia and New Zealand,Oceania,-22.572791,144.55039,,,,,,,"Pegg 1971, https://doi.org/10.1071/EA9710696",1971,Tiffany Lowe-Power,
15,,,,,,,,Physalis minima (Native Gooseberry),Physalis minima,Physalis,Solanaceae,Solanales,,"Queensland, Australia",Australia,Australia and New Zealand,Oceania,-22.572791,144.55039,,,,,,,"Pegg 1971, https://doi.org/10.1071/EA9710696",1971,Tiffany Lowe-Power,
16,,,,,,,,Physalis peruviana (Cape Gooseberry),Physalis peruviana,Physalis,Solanaceae,Solanales,,"Queensland, Australia",Australia,Australia and New Zealand,Oceania,-22.572791,144.55039,,,,,,,"Pegg 1971, https://doi.org/10.1071/EA9710696",1971,Tiffany Lowe-Power,
17,,,,,,,,Sida spinosa (Arrowleaf Sida),Sida spinosa,Sida,Malvaceae,Malvales,,"Queensland, Australia",Australia,Australia and New Zealand,Oceania,-22.572791,144.55039,,,,,,,"Pegg 1971, https://doi.org/10.1071/EA9710696",1971,Tiffany Lowe-Power,
18,,,,,,,,Solanum mauritianum (Wooly Nightshade),Solanum mauritianum,Solanum,Solanaceae,Solanales,,"Queensland, Australia",Australia,Australia and New Zealand,Oceania,-22.572791,144.55039,,,,,,,"Pegg 1971, https://doi.org/10.1071/EA9710696",1971,Tiffany Lowe-Power,
19,,,,,,,,Solanum nigrum (Black Nightshade),Solanum nigrum,Solanum,Solanaceae,Solanales,,"Queensland, Australia",Australia,Australia and New Zealand,Oceania,-22.572791,144.55039,,,,,,,"Pegg 1971, https://doi.org/10.1071/EA9710696",1971,Tiffany Lowe-Power,
20,,,,,,,,Xanthium pungens (Cocklebur),Xanthium pungens,Xanthium,Asteraceae,Asterales,,"Queensland, Australia",Australia,Australia and New Zealand,Oceania,-22.572791,144.55039,,,,,,,"Pegg 1971, https://doi.org/10.1071/EA9710696",1971,Tiffany Lowe-Power,
21,,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,"Queensland, Australia",Australia,Australia and New Zealand,Oceania,-22.572791,144.55039,,,,,,,"Pegg 1971, https://doi.org/10.1071/EA9710696",1971,Tiffany Lowe-Power,
22,,,,,,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,1976,Suriname,Suriname,Southern America,South America,3.692967,-55.911826,,,,,,,"Power 1976, https://agris.fao.org/agris-search/search.do?recordID=US201302522553",1976,Tiffany Lowe-Power,
23,,,,,,,,Musa paradisiaca (Plantain),Musa paradisiaca,Musa,Musaceae,Zingiberales,1976,Suriname,Suriname,Southern America,South America,3.692967,-55.911826,,,,,,,"Power 1976, https://agris.fao.org/agris-search/search.do?recordID=US201302522553",1976,Tiffany Lowe-Power,
24,,,,,,,,Solanum cinereum (Narrawa Burr),Solanum cinereum,Solanum,Solanaceae,Solanales,,Australia,Australia,Australia and New Zealand,Oceania,-25.734968,134.489563,,,,,,,"Graham 1978, https://www.cabdirect.org/cabdirect/abstract/19791354146",1978,Tiffany Lowe-Power,
25,,,,,,,,Lagascea mollis (Silk Leaf),Lagascea mollis,Lagascea,Asteraceae,Asterales,,India,India,Southern Asia,Asia,22.199166,78.476681,,,,,,,"Kishun 1980, https://www.cabdirect.org/cabdirect/abstract/19801370089",1980,Tiffany Lowe-Power,
26,,,,,,,,Helianthus annuus (Sunflower),Helianthus annuus,Helianthus,Asteraceae,Asterales,,"Florida, United States",United States (Continental),Northern America,North America,28.944465,-82.03363,,,,,,,Velupillai 1984  Variation among strains of Pseudomonas solanacearum from Florida. Proc Fl State Hortic Soc 97:209â€“213. https://journals.flvc.org/fshs/article/download/95368/91383,1984,Tiffany Lowe-Power,
27,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,"Florida, United States",United States (Continental),Northern America,North America,28.944465,-82.03363,,,,,,,Velupillai 1984  Variation among strains of Pseudomonas solanacearum from Florida. Proc Fl State Hortic Soc 97:209â€“213. https://journals.flvc.org/fshs/article/download/95368/91383,1984,Tiffany Lowe-Power,
28,,,,,,,,Arachis hypogaea (Peanut),Arachis hypogaea,Arachis,Fabaceae,Fabales,1939,Ethiopia,Ethiopia,Eastern Africa,Africa,8.62622,39.616032,,,,,,,"Buddenhagen 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
29,,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,"Kerala, India",India,Southern Asia,Asia,10.200603,76.574032,,,,,,,"Buddenhagen 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
30,,,,,,,,Arachis hypogaea (Peanut),Arachis hypogaea,Arachis,Fabaceae,Fabales,1952,Japan,Japan,Eastern Asia,Asia,36.386493,138.59223,,,,,,,"Buddenhagen 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
31,,,,,,,,Arachis hypogaea (Peanut),Arachis hypogaea,Arachis,Fabaceae,Fabales,1931,Libya,Libya,Northern Africa,Africa,27.043961,18.02328,,,,,,,"Buddenhagen 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
32,,,,,,,,Arachis hypogaea (Peanut),Arachis hypogaea,Arachis,Fabaceae,Fabales,1934,Madagascar,Madagascar,Eastern Africa,Africa,-19.373534,46.705984,,,,,,,"Buddenhagen 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
33,,,,,,,,Arachis hypogaea (Peanut),Arachis hypogaea,Arachis,Fabaceae,Fabales,1924,Mauritius,Mauritius,Eastern Africa,Africa,-20.163857,57.502513,,,,,,,"Buddenhagen 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
34,,,,,,,,,,,,,,Samoa,Samoa,Polynesia,Oceania,-13.83933,-171.76375,,,,,,,"Buddenhagen 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
35,,,,,,,,Arachis hypogaea (Peanut),Arachis hypogaea,Arachis,Fabaceae,Fabales,1934,Somalia,Somalia,Eastern Africa,Africa,5.786396,47.325853,,,,,,,"Buddenhagen 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
36,,,,,,,,Arachis hypogaea (Peanut),Arachis hypogaea,Arachis,Fabaceae,Fabales,1930,South Africa,South Africa,Southern Africa,Africa,-28.378272,23.913711,,,,,,,"Buddenhagen 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
37,,,,,,,,Arachis hypogaea (Peanut),Arachis hypogaea,Arachis,Fabaceae,Fabales,1932,"Georgia, United States",United States (Continental),Northern America,North America,32.330571,-83.257256,,,,,,,"Buddenhagen 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
38,,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,21.304547,-157.855676,,,,,,,"Buddenhagen 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
39,,,,,,,,Annona reticulata (Custard Apple),Annona reticulata,Annona,Annonaceae,Magnoliales,,"Queensland, Australia",Australia,Australia and New Zealand,Oceania,-22.572791,144.55039,,,,,,,"Hayward 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
40,,,,,,,,Stylosanthes humilis (Townsville Stylo),Stylosanthes humilis,Stylosanthes,Fabaceae,Fabales,,"Northern Territory, Australia",Australia,Australia and New Zealand,Oceania,-19.415442,133.366551,,,,,,,"Hayward 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
41,,,,,,,,Psophocarpus tetragonolobus (Winged Bean),Psophocarpus tetragonolobus,Psophocarpus,Fabaceae,Fabales,,Malaysia,Malaysia,South-Eastern Asia,Asia,4.496643,102.27572,,,,,,,"Hayward 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
42,,,,,,,,Tectona grandis (Teak),Tectona grandis,Tectona,Lamiaceae,Lamiales,,Malaysia,Malaysia,South-Eastern Asia,Asia,4.496643,102.27572,,,,,,,"Hayward 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
43,,,,,,,,Casuarina equisetifolia (Ironwood Tree),Casuarina equisetifolia,Casuarina,Casuarinaceae,Fagales,,Mauritius,Mauritius,Eastern Africa,Africa,-20.163857,57.502513,,,,,,,"Hayward 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
44,,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,,Mauritius,Mauritius,Eastern Africa,Africa,-20.163857,57.502513,,,,,,,"Hayward 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
45,,,,,,,,Casuarina equisetifolia (Ironwood Tree),Casuarina equisetifolia,Casuarina,Casuarinaceae,Fagales,,"Guangdong, China",China,Eastern Asia,Asia,24.012789,114.058809,,,,,,,"He 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
46,,,,,,,,Corchorus olitorius (Jute),Corchorus olitorius,Corchorus,Malvaceae,Malvales,,China,China,Eastern Asia,Asia,35.486703,101.901875,,,,,,,"He 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
47,,,,,,,,Ipomoea batatas (Sweet Potato),Ipomoea batatas,Ipomoea,Convolvulaceae,Solanales,,China,China,Eastern Asia,Asia,35.486703,101.901875,,,,,,,"He 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
48,,,,,,,,Kaempferia galanga (Aromatic Ginger),Kaempferia galanga,Kaempferia,Zingiberaceae,Zingiberales,,China,China,Eastern Asia,Asia,35.486703,101.901875,,,,,,,"He 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
49,,,,,,,,Morus alba (Mulberry),Morus alba,Morus,Moraceae,Rosales,,China,China,Eastern Asia,Asia,35.486703,101.901875,,,,,,,"He 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
50,,,,,,,,Olea europaea (European Olive),Olea europaea,Olea,Oleaceae,Lamiales,,China,China,Eastern Asia,Asia,35.486703,101.901875,,,,,,,"He 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
51,,,,,,,,Pogostemon cablin (Patchouli),Pogostemon cablin,Pogostemon,Lamiaceae,Lamiales,,China,China,Eastern Asia,Asia,35.486703,101.901875,,,,,,,"He 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
52,,,,,,,,Sesamum indicum (Sesame),Sesamum indicum,Sesamum,Pedaliaceae,Lamiales,,China,China,Eastern Asia,Asia,35.486703,101.901875,,,,,,,"He 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
53,,,,,,,,Sesamum indicum (Sesame),Sesamum indicum,Sesamum,Pedaliaceae,Lamiales,,"Jiangxi, China",China,Eastern Asia,Asia,27.501198,115.57235,,,,,,,"He 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
54,,,,,,,,Symphytum sp. (Comfrey),,Symphytum,Boraginaceae,Boraginales,,China,China,Eastern Asia,Asia,35.486703,101.901875,,,,,,,"He 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
55,,,,,,,,Arachis hypogaea (Peanut),Arachis hypogaea,Arachis,Fabaceae,Fabales,,Fiji,Fiji,Melanesia,Oceania,-18.1456,178.4406,,,,,,,"Iqbal 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
56,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,Fiji,Fiji,Melanesia,Oceania,-18.1456,178.4406,,,,,,,"Iqbal 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
57,,,,,,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,,Fiji,Fiji,Melanesia,Oceania,-18.1456,178.4406,,,,,,,"Iqbal 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
58,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,Fiji,Fiji,Melanesia,Oceania,-18.1456,178.4406,,,,,,,"Iqbal 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
59,,,,,,,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,,Fiji,Fiji,Melanesia,Oceania,-18.1456,178.4406,,,,,,,"Iqbal 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
60,,,,,LMG17144,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,Fiji,Fiji,Melanesia,Oceania,-18.1456,178.4406,,,,,,,"Iqbal 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
61,,,,,,,,Arachis hypogaea (Peanut),Arachis hypogaea,Arachis,Fabaceae,Fabales,1983,"Bali, Indonesia",Indonesia,South-Eastern Asia,Asia,-8.652497,115.219118,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
62,,,,,,,,Arachis hypogaea (Peanut),Arachis hypogaea,Arachis,Fabaceae,Fabales,1983,"Java, Indonesia",Indonesia,South-Eastern Asia,Asia,-0.499056,117.13911,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
63,,,,,,,,Arachis hypogaea (Peanut),Arachis hypogaea,Arachis,Fabaceae,Fabales,,"Lombok, Indonesia",Indonesia,South-Eastern Asia,Asia,-1.604095,116.167702,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
64,,,,,,,,Arachis hypogaea (Peanut),Arachis hypogaea,Arachis,Fabaceae,Fabales,1983,"South Sulawesi, Indonesia",Indonesia,South-Eastern Asia,Asia,-5.134296,119.412428,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
65,,,,,,,,Arachis hypogaea (Peanut),Arachis hypogaea,Arachis,Fabaceae,Fabales,1983,"South Sumatera, Indonesia",Indonesia,South-Eastern Asia,Asia,-2.98883,104.756857,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
66,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,Indonesia,Indonesia,South-Eastern Asia,Asia,-6.175554,106.827216,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
67,,,,,,,,Manihot esculenta (Cassava),Manihot esculenta,Manihot,Euphorbiaceae,Malpighiales,,"Java, Indonesia",Indonesia,South-Eastern Asia,Asia,-0.499056,117.13911,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
68,,,,,,,,Manihot esculenta (Cassava),Manihot esculenta,Manihot,Euphorbiaceae,Malpighiales,,"Lampung, Indonesia",Indonesia,South-Eastern Asia,Asia,-5.446071,105.264374,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
69,,,,,,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,,"Java, Indonesia",Indonesia,South-Eastern Asia,Asia,-0.499056,117.13911,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
70,,,,,,,,Nicotiana tabacum (Tobacco),Nicotiana tabacum,Nicotiana,Solanaceae,Solanales,,"Deli, Indonesia",Indonesia,South-Eastern Asia,Asia,28.602151,77.193696,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
71,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,"Java, Indonesia",Indonesia,South-Eastern Asia,Asia,-0.499056,117.13911,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
72,,,,,,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,"Sumatra, Indonesia",Indonesia,South-Eastern Asia,Asia,-34.950713,-58.38079,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
73,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,"Java, Indonesia",Indonesia,South-Eastern Asia,Asia,-0.499056,117.13911,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
74,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,"Karo Highland, Indonesia",Indonesia,South-Eastern Asia,Asia,3.101017,98.489139,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
75,,,,,,,,Solanum tuberosum (Potato),Solanum tuberosum,Solanum,Solanaceae,Solanales,,"Sumatra, Indonesia",Indonesia,South-Eastern Asia,Asia,-34.950713,-58.38079,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
76,,,,,,,,Syzygium aromaticum (Clove),Syzygium aromaticum,Syzygium,Myrtaceae,Myrtales,1975,"West Sumatra, Indonesia",Indonesia,South-Eastern Asia,Asia,-0.924759,100.363256,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
77,,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,1976,"Bogor, Indonesia",Indonesia,South-Eastern Asia,Asia,-6.608808,106.806831,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
78,,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,1984,"Central Sulawesi, Indonesia",Indonesia,South-Eastern Asia,Asia,-0.895779,119.867997,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
79,,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,1984,"North Sulawesi, Indonesia",Indonesia,South-Eastern Asia,Asia,1.490058,124.840871,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
80,,,,,,,,Zingiber officinale (Ginger),Zingiber officinale,Zingiber,Zingiberaceae,Zingiberales,1976,"West Java, Indonesia",Indonesia,South-Eastern Asia,Asia,-6.934469,107.604954,,,,,,,"Machmud 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
81,,,,,,,,Arachis hypogaea (Peanut),Arachis hypogaea,Arachis,Fabaceae,Fabales,,India,India,Southern Asia,Asia,22.199166,78.476681,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
82,,,,,,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,India,India,Southern Asia,Asia,22.199166,78.476681,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
83,,,,,,,,Corchorus olitorius (Jute),Corchorus olitorius,Corchorus,Malvaceae,Malvales,,India,India,Southern Asia,Asia,22.199166,78.476681,,,,,,,"Sinha 1986, https://www.aciar.gov.au/publication/technical-publications/bacterial-wilt-disease-asia-and-south-pacific",1986,Tiffany Lowe-Power,
