Index,Phylotype,Sub-Phylotype,Sequevar,Sub-sequevar designation,Strainname,Alt Names,"Environmental Source (Soil, Water, unknown plants)",Host Species (Common name),Host Species ,Host Genus,Host Family,Host Order,Year isolated,Location Isolated,Location (Country or Territory),Location (subcontinent),Location (continent),Lat,Long,Genome Accession,Genome Level,Sequencing Tech,egl accession,mutS accession,other accession,Citation,Year published,Data entered by,Comments
7383,I,,,,ML028,Bg10a,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7384,I,,,,ML029,Bg10b,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7385,I,,,,ML030,Bg15,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7386,III,,,,ML098,Bg18a,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7387,III,,,,ML099,Bg18b,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7388,III,,,,ML092,Bg3,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7389,III,,,,ML025,Bg6,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7390,III,,,,ML016,Sk12,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7391,I,,,,ML017,Sk15,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7392,I,,,,ML005,Sk5a,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7393,I,,,,ML006,Sk5b,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7394,I,,,,ML007,Sk5c,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7395,I,,,,ML008,Sk8a,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7396,I,,,,ML009,Sk8b,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7397,I,,,,ML046,K5,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Koulikoro, Mali",Mali,Western Africa,Africa,12.864632,-7.556129,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7398,I,,,,ML047,K7a,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Koulikoro, Mali",Mali,Western Africa,Africa,12.864632,-7.556129,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7399,I,,,,ML048,K7b,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Koulikoro, Mali",Mali,Western Africa,Africa,12.864632,-7.556129,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7400,I,,,,ML049,K7c,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Koulikoro, Mali",Mali,Western Africa,Africa,12.864632,-7.556129,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7401,I,,,,ML050,K7d,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Koulikoro, Mali",Mali,Western Africa,Africa,12.864632,-7.556129,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7402,I,,,,ML051,K7e,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Koulikoro, Mali",Mali,Western Africa,Africa,12.864632,-7.556129,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7403,I,,,,ML033,Bg20a,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7404,I,,,,ML034,Bg20b,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7405,III,,,,ML100,Bg21a,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7406,I,,,,ML035,Bg21b,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7407,III,,,,ML093,Bg7,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7408,I,,,,ML026,Bg8a,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7409,I,,,,ML027,Bg8b,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7410,III,,,,ML094,Bg9a,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7411,III,,,,ML095,Bg9b,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7412,I,,,,ML014,Sk10a,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7413,III,,,,ML090,Sk10b,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7414,I,,,,ML015,Sk10c,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7415,I,,,,ML010,Sk9a,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7416,I,,,,ML011,Sk9b,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7417,I,,,,ML012,Sk9c,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7418,I,,,,ML013,Sk9d,,Solanum macrocarpon (African Eggplant),Solanum macrocarpon,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7419,I,,,,ML059,20a,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2017-2018,"Kayes, Mali",Mali,Western Africa,Africa,14.443406,-11.437914,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7420,I,,,,ML060,20b,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2017-2018,"Kayes, Mali",Mali,Western Africa,Africa,14.443406,-11.437914,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7421,I,,,,ML052,4,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2017-2018,"Kayes, Mali",Mali,Western Africa,Africa,14.443406,-11.437914,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7422,III,,,,ML096,Bg12a,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7423,III,,,,ML097,Bg12b,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7424,I,,,,ML031,Bg19a,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7425,I,,,,ML032,Bg19b,,Solanum melongena (Eggplant),Solanum melongena,Solanum,Solanaceae,Solanales,2017-2018,"Sikasso, Mali",Mali,Western Africa,Africa,11.316498,-5.67775,,,,,,,"Bihon 2020, https://doi.org/10.1007/s42161-020-00631-1",2020,Vienna Elmgreen,
7426,II,IIA,53,,IBSBF2570,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,2012,"Sergipe, Northeast Brazil",Brazil,Southern America,South America,-10.469384,-37.318552,GCF_003590585.2,,,,,,da Silva et al. 2020 https://www.scielo.br/j/gmb/a/y7hcP4ZfdjQ4HCT6nBfWXwP/?lang=en,2020,Vienna Elmgreen,
7427,II,IIA,53,,SFC,,,Musa acuminata (Banana),Musa acuminata,Musa,Musaceae,Zingiberales,2012,"Sergipe, Northeast Brazil",Brazil,Southern America,South America,-10.469384,-37.318552,GCF_003590625.2,,,,,,da Silva et al. 2020 https://www.scielo.br/j/gmb/a/y7hcP4ZfdjQ4HCT6nBfWXwP/?lang=en,2020,Vienna Elmgreen,
7428,II,IIA,41,,LPF710,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2014,"Alagoas, Brazil",Brazil,Southern America,South America,-9.514172,-36.625529,,,,MW381111,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7429,II,IIB,4,,LPF718,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2016,"Alagoas, Brazil",Brazil,Southern America,South America,-9.514172,-36.625529,,,,MW381167,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7430,II,IIB,,,LPF805,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2019,"Amapa, Brazil",Brazil,Southern America,South America,2.051759,-50.791532,,,,MW381180,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7431,II,IIB,,,LPF806,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2019,"Amapa, Brazil",Brazil,Southern America,South America,2.051759,-50.791532,,,,MW381181,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7432,II,IIB,,,LPF807,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2019,"Amapa, Brazil",Brazil,Southern America,South America,2.051759,-50.791532,,,,MW381182,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7433,II,IIA,38,,RSB1,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,,"Bahia, Brazil",Brazil,Southern America,South America,-11.746189,-42.089382,,,,MW381133,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7434,II,IIA,38,,RSB2,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,,"Bahia, Brazil",Brazil,Southern America,South America,-11.746189,-42.089382,,,,MW381134,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7435,II,IIB,4,,LPF720,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2017,"Espirito Santo, Brazil",Brazil,Southern America,South America,-19.202429,-40.326824,,,,MW381169,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7436,II,IIB,4,,LPF721,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2017,"Espirito Santo, Brazil",Brazil,Southern America,South America,-19.202429,-40.326824,,,,MW381170,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7437,II,IIB,4,,LPF722,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2017,"Espirito Santo, Brazil",Brazil,Southern America,South America,-19.202429,-40.326824,,,,MW381171,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7438,II,IIB,4,,LPF723,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2017,"Espirito Santo, Brazil",Brazil,Southern America,South America,-19.202429,-40.326824,,,,MW381172,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7439,II,IIB,4,,LPF724,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2017,"Espirito Santo, Brazil",Brazil,Southern America,South America,-19.202429,-40.326824,,,,MW381173,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7440,II,IIB,4,,LPF725,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2017,"Espirito Santo, Brazil",Brazil,Southern America,South America,-19.202429,-40.326824,,,,MW381174,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7441,II,IIB,4,,LPF726,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2017,"Espirito Santo, Brazil",Brazil,Southern America,South America,-19.202429,-40.326824,,,,MW381175,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7442,II,IIA,41,,LPF743,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2018,"Espirito Santo, Brazil",Brazil,Southern America,South America,-19.202429,-40.326824,,,,MW381116,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7443,II,IIA,41,,LPF744,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2018,"Espirito Santo, Brazil",Brazil,Southern America,South America,-19.202429,-40.326824,,,,MW381117,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7444,II,IIA,41,,LPF745,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2018,"Espirito Santo, Brazil",Brazil,Southern America,South America,-19.202429,-40.326824,,,,MW381118,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7445,II,IIA,41,,LPF746,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2018,"Espirito Santo, Brazil",Brazil,Southern America,South America,-19.202429,-40.326824,,,,MW381119,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7446,II,IIA,41,,LPF747,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2018,"Espirito Santo, Brazil",Brazil,Southern America,South America,-19.202429,-40.326824,,,,MW381120,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7447,II,IIA,41,,LPF748,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2018,"Espirito Santo, Brazil",Brazil,Southern America,South America,-19.202429,-40.326824,,,,MW381121,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7448,II,IIA,41,,LPF749,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2018,"Espirito Santo, Brazil",Brazil,Southern America,South America,-19.202429,-40.326824,,,,MW381122,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7449,II,IIA,41,,LPF712,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2014,"Goias, Brazil",Brazil,Southern America,South America,-15.932241,-50.139343,,,,MW381112,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7450,II,IIB,4,,LPF713,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2015,"Maranhao, Brazil",Brazil,Southern America,South America,-5.095949,-45.291458,,,,MW381163,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7451,II,IIB,4,,LPF716,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2016,"Maranhao, Brazil",Brazil,Southern America,South America,-5.095949,-45.291458,,,,MW381166,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7452,II,IIB,4,,LPF714,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2015,"Mato Grosso do Sul, Brazil",Brazil,Southern America,South America,-19.619093,-55.009891,,,,MW381164,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7453,II,IIB,4,,LPF715,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2015,"Mato Grosso do Sul, Brazil",Brazil,Southern America,South America,-19.619093,-55.009891,,,,MW381165,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7454,II,IIB,4,,LPF719,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2017,"Minas Gerais, Brazil",Brazil,Southern America,South America,-18.26705,-44.287671,,,,MW381168,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7455,II,IIB,27,,LPF761,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2019,"Minas Gerais, Brazil",Brazil,Southern America,South America,-18.26705,-44.287671,,,,MW381179,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7456,II,IIA,38,,IBSBF623,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,1987,"Para, Brazil",Brazil,Southern America,South America,-4.046128,-53.138286,,,,MW381114,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7457,II,IIB,4,,LPF728,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2018,"Para, Brazil",Brazil,Southern America,South America,-4.046128,-53.138286,,,,MW381177,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7458,I,,18,,LPF750,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2019,"Para, Brazil",Brazil,Southern America,South America,-4.046128,-53.138286,,,,MN496142,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7459,II,IIA,38,,LPF751,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2019,"Para, Brazil",Brazil,Southern America,South America,-4.046128,-53.138286,,,,MN496147,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,Published as IIA-38 and as IIA-50
7460,I,,18,,LPF752,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2019,"Para, Brazil",Brazil,Southern America,South America,-4.046128,-53.138286,,,,MN496143,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7461,I,,18,,LPF753,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2019,"Para, Brazil",Brazil,Southern America,South America,-4.046128,-53.138286,,,,MN496144,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7462,I,,18,,LPF754,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2019,"Para, Brazil",Brazil,Southern America,South America,-4.046128,-53.138286,,,,MN496145,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7463,II,IIA,41,,LPF755,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2019,"Para, Brazil",Brazil,Southern America,South America,-4.046128,-53.138286,,,,MN496146,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7464,II,IIB,4,,LPF760,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2019,"Para, Brazil",Brazil,Southern America,South America,-4.046128,-53.138286,,,,MW381178,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7465,II,IIA,41,,LPF762,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2019,"Para, Brazil",Brazil,Southern America,South America,-4.046128,-53.138286,,,,MW381123,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7466,II,IIA,41,,LPF763,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2019,"Para, Brazil",Brazil,Southern America,South America,-4.046128,-53.138286,,,,MW381124,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
7467,II,IIA,41,,LPF764,,,Eucalyptus pellita (Large-fruited Red Mahogany),Eucalyptus pellita,Eucalyptus,Myrtaceae,Myrtales,2019,"Para, Brazil",Brazil,Southern America,South America,-4.046128,-53.138286,,,,MW381125,,,"Freitas 2020, https://doi.org/10.1111/efp.12704",2020,Cloe Tom,
