Index,Phylotype,Sub-Phylotype,Sequevar,Sub-sequevar designation,Strainname,Alt Names,"Environmental Source (Soil, Water, unknown plants)",Host Species (Common name),Host Species ,Host Genus,Host Family,Host Order,Year isolated,Location Isolated,Location (Country or Territory),Location (subcontinent),Location (continent),Imported Location,Genome Accession,Genome Level,Sequencing Tech,egl accession,mutS accession,other accession,Citation and Link,Publication,Publication Link,Year published,Data entered by,Comments,Lat (AI),Long (AI),Long Accuracy,Lat Accuracy
5784,II,IIA,,,CRMRs218,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,Brazil,Brazil,Southern America,South America,,GCA_003612975.2,Contig (334),Illumina HiSeq (648x),,,,"Albuquerque 2017, http://doi.org/10.1128/genomeA.00982-17",Albuquerque 2017,http://doi.org/10.1128/genomeA.00982-17,2017,Kyle Chipman,Incorrectly called a phylotype I / R. pseudosolanacearum strain. This genome is a IIA strain.,-9.588903,-51.619789,Accurate,Accurate
9088,II,IIB,4,IIB-4D,UW132,S227,,Musa acuminata x paradisiaca (French Plantain),Musa acuminata x paradisiaca,Musa,Musaceae,Zingiberales,1962,"Puerto Alegria, Colombia",Colombia,Southern America,South America,,GCF_028464965.1,,,,,,"Aoun 2023, doi.org/10.1094/PHYTOFR-02-23-0024-A",Aoun 2023,doi.org/10.1094/PHYTOFR-02-23-0024-A,2023,Nathalie Aoun and Tiffany Lowe-Power,isolated by Sequeira,-1.004923,-74.013619,Accurate,Accurate
5526,I,,,,GSPB2690,,,Capsicum annuum (Pepper),Capsicum annuum,Capsicum,Solanaceae,Solanales,,,,,,,,,,FM883230,,,"Ayana 2016, https://www.researchgate.net/profile/Muluken_Goftishu/publication/315537001_Evaluation_of_Neem_Seed_and_Citrus_Peel_Powder_for_the_Management_of_Maize_Weevil_Sitophilus_zeamais_Motsch_Coleoptera_Curculionidae_in_Sorghum/links/59079aa20f7e9bc0d59a7d10/Evaluation-of-Neem-Seed-and-Citrus-Peel-Powder-for-the-Management-of-Maize-Weevil-Sitophilus-zeamais-Motsch-Coleoptera-Curculionidae-in-Sorghum.pdf#page=7",Ayana 2016,https://www.researchgate.net/profile/Muluken_Goftishu/publication/315537001_Evaluation_of_Neem_Seed_and_Citrus_Peel_Powder_for_the_Management_of_Maize_Weevil_Sitophilus_zeamais_Motsch_Coleoptera_Curculionidae_in_Sorghum/links/59079aa20f7e9bc0d59a7d10/Evaluation-of-Neem-Seed-and-Citrus-Peel-Powder-for-the-Management-of-Maize-Weevil-Sitophilus-zeamais-Motsch-Coleoptera-Curculionidae-in-Sorghum.pdf#page=7,2016,Jason Avalos,,,,Inaccurate,Inaccurate
5527,I,,,,Toudk2,,,Solanum lycopersicum (Tomato),Solanum lycopersicum,Solanum,Solanaceae,Solanales,,,,,,,,,,FM883231,,,"Ayana 2016, https://www.researchgate.net/profile/Muluken_Goftishu/publication/315537001_Evaluation_of_Neem_Seed_and_Citrus_Peel_Powder_for_the_Management_of_Maize_Weevil_Sitophilus_zeamais_Motsch_Coleoptera_Curculionidae_in_Sorghum/links/59079aa20f7e9bc0d59a7d10/Evaluation-of-Neem-Seed-and-Citrus-Peel-Powder-for-the-Management-of-Maize-Weevil-Sitophilus-zeamais-Motsch-Coleoptera-Curculionidae-in-Sorghum.pdf#page=7",Ayana 2016,https://www.researchgate.net/profile/Muluken_Goftishu/publication/315537001_Evaluation_of_Neem_Seed_and_Citrus_Peel_Powder_for_the_Management_of_Maize_Weevil_Sitophilus_zeamais_Motsch_Coleoptera_Curculionidae_in_Sorghum/links/59079aa20f7e9bc0d59a7d10/Evaluation-of-Neem-Seed-and-Citrus-Peel-Powder-for-the-Management-of-Maize-Weevil-Sitophilus-zeamais-Motsch-Coleoptera-Curculionidae-in-Sorghum.pdf#page=7,2016,Jason Avalos,,,,Inaccurate,Inaccurate
5172,I,,,,S-11,,,Casuarina equisetifolia (Ironwood Tree),Casuarina equisetifolia,Casuarina,Casuarinaceae,Fagales,2012,Guam,United States (Guam),Micronesia,Oceania,,,,,,,,"Ayin 2015, https://doi.org/10.1007/s13313-014-0341-4",Ayin 2015,https://doi.org/10.1007/s13313-014-0341-4,2015,Maria Charco Munoz,,13.443565,144.775597,Accurate,Inaccurate
5173,I,,,,S-15,,,Casuarina equisetifolia (Ironwood Tree),Casuarina equisetifolia,Casuarina,Casuarinaceae,Fagales,2012,Guam,United States (Guam),Micronesia,Oceania,,,,,,,,"Ayin 2015, https://doi.org/10.1007/s13313-014-0341-4",Ayin 2015,https://doi.org/10.1007/s13313-014-0341-4,2015,Maria Charco Munoz,,13.443565,144.775597,Accurate,Inaccurate
5174,I,,,,S-18,,,Casuarina equisetifolia (Ironwood Tree),Casuarina equisetifolia,Casuarina,Casuarinaceae,Fagales,2012,Guam,United States (Guam),Micronesia,Oceania,,,,,,,,"Ayin 2015, https://doi.org/10.1007/s13313-014-0341-4",Ayin 2015,https://doi.org/10.1007/s13313-014-0341-4,2015,Maria Charco Munoz,,13.443565,144.775597,Accurate,Inaccurate
5175,I,,,,S-19,,,Casuarina equisetifolia (Ironwood Tree),Casuarina equisetifolia,Casuarina,Casuarinaceae,Fagales,2012,Guam,United States (Guam),Micronesia,Oceania,,,,,,,,"Ayin 2015, https://doi.org/10.1007/s13313-014-0341-4",Ayin 2015,https://doi.org/10.1007/s13313-014-0341-4,2015,Maria Charco Munoz,,13.443565,144.775597,Accurate,Inaccurate
5176,I,,,,S-20,,,Casuarina equisetifolia (Ironwood Tree),Casuarina equisetifolia,Casuarina,Casuarinaceae,Fagales,2012,Guam,United States (Guam),Micronesia,Oceania,,,,,,,,"Ayin 2015, https://doi.org/10.1007/s13313-014-0341-4",Ayin 2015,https://doi.org/10.1007/s13313-014-0341-4,2015,Maria Charco Munoz,,13.443565,144.775597,Accurate,Inaccurate
5177,I,,,,S-25,,,Casuarina equisetifolia (Ironwood Tree),Casuarina equisetifolia,Casuarina,Casuarinaceae,Fagales,2012,Guam,United States (Guam),Micronesia,Oceania,,,,,,,,"Ayin 2015, https://doi.org/10.1007/s13313-014-0341-4",Ayin 2015,https://doi.org/10.1007/s13313-014-0341-4,2015,Maria Charco Munoz,,13.443565,144.775597,Accurate,Inaccurate
5178,I,,,,S-3,,,Casuarina equisetifolia (Ironwood Tree),Casuarina equisetifolia,Casuarina,Casuarinaceae,Fagales,2012,Guam,United States (Guam),Micronesia,Oceania,,,,,,,,"Ayin 2015, https://doi.org/10.1007/s13313-014-0341-4",Ayin 2015,https://doi.org/10.1007/s13313-014-0341-4,2015,Maria Charco Munoz,,13.443565,144.775597,Accurate,Inaccurate
5179,I,,,,S-4,,,Casuarina equisetifolia (Ironwood Tree),Casuarina equisetifolia,Casuarina,Casuarinaceae,Fagales,2012,Guam,United States (Guam),Micronesia,Oceania,,,,,,,,"Ayin 2015, https://doi.org/10.1007/s13313-014-0341-4",Ayin 2015,https://doi.org/10.1007/s13313-014-0341-4,2015,Maria Charco Munoz,,13.443565,144.775597,Accurate,Inaccurate
5180,I,,,,S-5,,,Casuarina equisetifolia (Ironwood Tree),Casuarina equisetifolia,Casuarina,Casuarinaceae,Fagales,2012,Guam,United States (Guam),Micronesia,Oceania,,,,,,,,"Ayin 2015, https://doi.org/10.1007/s13313-014-0341-4",Ayin 2015,https://doi.org/10.1007/s13313-014-0341-4,2015,Maria Charco Munoz,,13.443565,144.775597,Accurate,Inaccurate
5181,I,,,,S-6,,,Casuarina equisetifolia (Ironwood Tree),Casuarina equisetifolia,Casuarina,Casuarinaceae,Fagales,2012,Guam,United States (Guam),Micronesia,Oceania,,,,,,,,"Ayin 2015, https://doi.org/10.1007/s13313-014-0341-4",Ayin 2015,https://doi.org/10.1007/s13313-014-0341-4,2015,Maria Charco Munoz,,13.443565,144.775597,Accurate,Inaccurate
5182,I,,,,S-7,,,Casuarina equisetifolia (Ironwood Tree),Casuarina equisetifolia,Casuarina,Casuarinaceae,Fagales,2012,Guam,United States (Guam),Micronesia,Oceania,,,,,,,,"Ayin 2015, https://doi.org/10.1007/s13313-014-0341-4",Ayin 2015,https://doi.org/10.1007/s13313-014-0341-4,2015,Maria Charco Munoz,,13.443565,144.775597,Accurate,Inaccurate
5183,I,,,,S-8,,,Casuarina equisetifolia (Ironwood Tree),Casuarina equisetifolia,Casuarina,Casuarinaceae,Fagales,2012,Guam,United States (Guam),Micronesia,Oceania,,,,,,,,"Ayin 2015, https://doi.org/10.1007/s13313-014-0341-4",Ayin 2015,https://doi.org/10.1007/s13313-014-0341-4,2015,Maria Charco Munoz,,13.443565,144.775597,Accurate,Inaccurate
5184,,,,,S-2,,,Heliconia sp. (Lobster-claws),,Heliconia,Heliconiaceae,Zingiberales,,"Hawaii, United States",United States (Hawaii),Polynesia,Oceania,,,,,,,,"Ayin 2015, https://doi.org/10.1007/s13313-014-0341-4",Ayin 2015,https://doi.org/10.1007/s13313-014-0341-4,2015,Maria Charco Munoz,,21.304547,-157.855676,Inaccurate,Inaccurate
535,,,,,,,,Abrama augusta (Devil's Cotton),Abrama augusta,Abrama,Malvaceae,Malvales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
536,,,,,,,,Acalypha boehmerioides,Acalypha boehmerioides,Acalypha,Euphorbiaceae,Malpighiales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
537,,,,,,,,Acmella oleracea (Paracress),Acmella oleracea,Acmella,Asteraceae,Asterales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
538,,,,,,,,Ageratum conyzoides (Goatweed),Ageratum conyzoides,Ageratum,Asteraceae,Asterales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
539,,,,,,,,Aleurites moluccanus (Candlenut),Aleudites moluccana,Aleudites,Euphorbiaceae,Malpighiales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
540,,,,,,,,Amaranthus graecizans (Mediterranean Amaranth),Amaranthus graecizans,Amaranthus,Amaranthaceae,Caryophyllales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
541,,,,,,,,Ambrosia artemisiifolia (Common Ragweed),Ambrosia artemisiifolia,Ambrosia,Asteraceae,Asterales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
542,,,,,,,,Asclepias curassavica (Mexican Butterfly Weed),Asclepias curassavica,Asclepias,Apocynaceae,Gentianales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
543,,,,,,,,Atropa belladona (Deadly Nightshade),Atropa belladona,Atropa,Solanaceae,Solanales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
544,,,,,,,,Barleria lupulina (Hop-headed Barleria),Barleria lupulina,Barleria,Acanthaceae,Lamiales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
545,,,,,,,,Bidens bipinnata (Spanish Needles),Bidens bipinnata,Bidens,Asteraceae,Asterales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
546,,,,,,,,Blumea balsamifera (Ngai Camphor),Blumea balsamifera,Blumea,Asteraceae,Asterales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
547,,,,,,,,Brassica rapa (Chinese Cabbage),Brassica rapa,Brassica,Brassicaceae,Brassicales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
548,,,,,,,,Browallia americana (Amethyst Flower),Browalia americana,Browalia,Solanaceae,Solanales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
549,,,,,,,,Callicarpa tomentosa (Beautyberry Plant),Callicarpa tomentosa,Callicarpa,Lamiaceae,Lamiales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
550,,,,,,,,Camonea umbellata (Hogvine),Camonea umbellata,Camonea,Convolvulaceae,Solanales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
551,,,,,,,,Canavalia ensiformis (Jack Bean),Canavalia ensiformis,Canavalia,Fabaceae,Fabales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
552,,,,,,,,Canna glauca (Water Canna),Canna glauca,Canna,Cannaceae,Zingiberales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
553,,,,,,,,Capsella bursa-pastoris (Shepherd's Purse),Capsella bursa-pastoris,Capsella,Brassicaceae,Brassicales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
554,,,,,,,,Catharanthus roseus (Pink Periwinkle),Catharanthus roseus,Catharanthus,Apocynaceae,Gentianales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
555,,,,,,,,Chamaecrista mimosoides,Chamaecrista mimosoides,Chamaecrista,Fabaceae,Fabales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
556,,,,,,,,Chenopodium amaranticolor,Chenopodium amaranticolor,Chenopodium,Amaranthaceae,Caryophyllales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
557,,,,,,,,Chenopodium ambrosioides (Mexican Tea),Chenopodium ambrosiodes,Chenopodium,Amaranthaceae,Caryophyllales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
558,,,,,,,,Chenopodium paniculatum,Chenopodium paniculatum,Chenopodium,Amaranthaceae,Caryophyllales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
559,,,,,,,,Chromolaena odorata (Jack-in-the-Bush),Chromolaena odorata,Chromolaena,Asteraceae,Asterales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
560,,,,,,,,Cleome viscosa (Tick Weed),Cleome viscosa,Cleome,Cleomaceae,Brassicales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
561,,,,,,,,Clibadium sp.,,Clibadium,Asteraceae,Asterales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
562,,,,,,,,Commelina benghalensis (Benghal Dayflower),Commelina benghalensis,Commelina,Commelinaceae,Commelinales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
563,,,,,,,,Commelina diffusa (Climbing Dayflower),Commelina diffusa,Commelina,Commelinaceae,Commelinales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
564,,,,,,,,Commelina diffusa (Climbing Dayflower),Commelina diffusa,Commelina,Commelinaceae,Commelinales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
565,,,,,,,,Commelina nudiflora,Commelina nudiflora,Commelina,Commelinaceae,Commelinales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
566,,,,,,,,Corchorus sp. (Jute Mallow),,Corchorus,Malvaceae,Malvales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
567,,,,,,,,Coreopsis sp. (Tickseed),,Coreopsis,Asteraceae,Asterales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
568,,,,,,,,Cosmos bininnatus (Garden Cosmos),Cosmos bininnatus,Cosmos,Asteraceae,Asterales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
569,,,,,,,,Crassocephalum crepidioides (Ebolo),Crassocephalum crepidioides,Crassocephalum,Asteraceae,Asterales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
570,,,,,,,,Croton glandulosus (Tropic Croton),Croton glandulosus,Croton,Euphorbiaceae,Malpighiales,,,,,,,,,,,,,"Belalcazar 2003, https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false",Belalcazar 2003,https://books.google.com/books?id=Oez07rNnVloC&lpg=PA159&ots=fZiOnxKFGX&lr&pg=PA159#v=onepage&q=doi&f=false,2003,Tiffany Lowe-Power,,,,Inaccurate,Inaccurate
