geocode_query,longitude,latitude,match_name,status_code,error_message
"Parana, Brazil, Brazil",-40.858085,-14.868498,"Rua De Acesso Ao Aeroporto, Patagônia, Vitória da Conquista - Bahia, 45053, Brazil",200,NA
"Democratic Republic of Congo, Democratic Republic of the Congo",27.520095,-11.638865,"Congo, Lubumbashi, Haut-Katanga, Democratic Republic of the Congo",200,NA
"Brasilia, Brazil, Brazil",-46.521383,-18.574889,"Rua Brasília, Nossa Senhora Das Graças, Patos de Minas - Minas Gerais, 38701, Brazil",200,NA
"Rio de Janeiro, Brazil, Brazil",-43.275993,-22.862542,"Rua Brasil, Complexo Do Alemão, Rio de Janeiro - Rio de Janeiro, 21061, Brazil",200,NA
"Santa Catarina, Brazil, Brazil",-48.791369,-26.420966,"Rua Brasil, Itinga, Araquari - Santa Catarina, 89245-000, Brazil",200,NA
"Ibaraki, Honshu, Japan, Japan",140.520255,36.043772,"Ibaraki, Japan",200,NA
"Tochigi, Japan, Japan",139.570556,36.606909,"Tochigi, Japan",200,NA
"Okayama, Japan, Japan",134.0882,34.94011,"Okayama, Japan",200,NA
"Kagawa, Japan, Japan",134.023778,34.17888,"Kagawa, Japan",200,NA
"Fukushima, Japan, Japan",139.687961,37.369883,"Fukushima, Japan",200,NA
"Kagoshima, Japan, Japan",130.557195,31.596793,"Kagoshima, Japan",200,NA
"Niigata, Japan, Japan",139.50878,37.777418,"Niigata, Japan",200,NA
"Yamagata, Japan, Japan",140.027837,38.646536,"Yamagata, Japan",200,NA
"Fukui, Japan, Japan",136.455545,35.874463,"Fukui, Japan",200,NA
"Gifu, Japan, Japan",136.737839,35.662757,"Gifu, Japan",200,NA
"Oita, Japan, Japan",131.589447,32.872569,"Oita, Japan",200,NA
"Kanagawa, Japan, Japan",139.275382,35.517816,"Kanagawa, Japan",200,NA
"Saitama, Japan, Japan",138.989866,35.942212,"Saitama, Japan",200,NA
Nepal,83.938548,28.253007,Nepal,200,NA
"Chilgok, Gyeongsangbuk-do, South Korea, South Korea",128.41344,36.07839,"Chilgok-gun, Gyeongsangbuk-do, South Korea",200,NA
"Changnyeong, Gyeongsangnam-do, South Korea, South Korea",128.49707,35.54093,"Changnyeong-gun, Gyeongsangnam-do, South Korea",200,NA
"Cheongdo, Gyeongsangbuk-do, South Korea, South Korea",128.76021,35.628994,"Cheongdo-gun, Gyeongsangbuk-do, South Korea",200,NA
"Chuncheon, Gangwon-do, South Korea, South Korea",127.72761,37.879623,"Chuncheon-si, Gangwon-do, South Korea",200,NA
"Gochang, Jeollabuk-do, South Korea, South Korea",126.69711,35.435215,"Gochang-gun, Jeollabuk-do, South Korea",200,NA
"Hampyeong, Jeollanam-do, South Korea, South Korea",126.52007,35.063720000000004,"Hampyeong-gun, Jeollanam-do, South Korea",200,NA
"Hwasun, Jeollanam-do, South Korea, South Korea",126.99128,35.06044,"Hwasun-gun, Jeollanam-do, South Korea",200,NA
"Jeongeup, Jeollabuk-do, South Korea, South Korea",126.85511,35.565514,"Jeongeup-si, Jeollabuk-do, South Korea",200,NA
"Tongyeong, Gyeongsangnam-do, South Korea, South Korea",128.4237,34.842575,"Tongyeong-si, Gyeongsangnam-do, South Korea",200,NA
"Yanggu, Gangwon-do, South Korea, South Korea",127.987076,38.106575,"Yanggu-gun, Gangwon-do, South Korea",200,NA
"Yeonggwang, Jeollanam-do, South Korea, South Korea",126.50391,35.275936,"Yeonggwang-gun, Jeollanam-do, South Korea",200,NA
"Pyeongtaek, Gyeonggi-do, South Korea, South Korea",127.11431,36.99238,"Pyeongtaek-si, Gyeonggi-do, South Korea",200,NA
"Cheongwon, Chungcheongbuk-do, South Korea, South Korea",127.489174,36.642117,"Chungcheongbuk-do, South Korea",200,NA
"Pohang, Gyeongsangbuk-do, South Korea, South Korea",129.36293,36.02752,"Pohang-si, Gyeongsangbuk-do, South Korea",200,NA
"Suwon, Gyeonggi-do, South Korea, South Korea",127.028366,37.26491,"Suwon-si, Gyeonggi-do, South Korea",200,NA
"Boryeong, Chungcheongnam-do, South Korea, South Korea",126.61398,36.332954,"Boryeong-si, Chungcheongnam-do, South Korea",200,NA
"Yonchon, Gyeonggi-do, South Korea, South Korea",127.666486,37.292477,"Yeonchon Bridge, Yeoju-si, Gyeonggi-do, South Korea",200,NA
"Boseong, Jeollanam-do, South Korea, South Korea",127.07949,34.767365,"Boseong-gun, Jeollanam-do, South Korea",200,NA
"Cheorwon, Gangwon-do, South Korea, South Korea",127.19153,38.27219,"Cheorwon-gun, Gangwon-do, South Korea",200,NA
"Chungju, Chungcheongbuk-do, South Korea, South Korea",127.92695,36.990597,"Chungju-si, Chungcheongbuk-do, South Korea",200,NA
"Damyang, Jeollanam-do, South Korea, South Korea",126.98252,35.319946,"Damyang-gun, Jeollanam-do, South Korea",200,NA
"Gimcheon, Gyeongsangbuk-do, South Korea, South Korea",128.11464,36.13946,"Gimcheon-si, Gyeongsangbuk-do, South Korea",200,NA
"Gimhae, Gyeongsangnam-do, South Korea, South Korea",128.8967,35.235085,"Gimhae-si, Gyeongsangnam-do, South Korea",200,NA
"Gimje, Jeollabuk-do, South Korea, South Korea",126.88787,35.799805,"Gimje-si, Jeollabuk-do, South Korea",200,NA
"Goseong, Gyeongsangnam-do, South Korea, South Korea",128.3232,34.9743,"Goseong-gun, Gyeongsangnam-do, South Korea",200,NA
"Gumi, Gyeongsangbuk-do, South Korea, South Korea",128.34367,36.120537,"Gumi-si, Gyeongsangbuk-do, South Korea",200,NA
"Gwangju, Gyeonggi-do, South Korea, South Korea",127.25397,37.42956,"Gwangju-si, Gyeonggi-do, South Korea",200,NA
"Hadong, Gyeongsangnam-do, South Korea, South Korea",127.748055,35.07072,"Hadong-gun, Gyeongsangnam-do, South Korea",200,NA
"Haman, Gyeongsangnam-do, South Korea, South Korea",128.42406,35.23473,"Haman-gun, Gyeongsangnam-do, South Korea",200,NA
"Jincheon, Chungcheongbuk-do, South Korea, South Korea",127.44429,36.85476,"Jincheon-gun, Chungcheongbuk-do, South Korea",200,NA
"Namjeju, Jeju-do, South Korea, South Korea",126.53139,33.499829,"Jeju-do, South Korea",200,NA
"Nonsan, Chungcheongnam-do, South Korea, South Korea",127.09848,36.186134,"Nonsan-si, Chungcheongnam-do, South Korea",200,NA
"Paju, Gyeonggi-do, South Korea, South Korea",126.77422,37.758,"Paju-si, Gyeonggi-do, South Korea",200,NA
"Yeongcheon, Gyeongsangbuk-do, South Korea, South Korea",128.9407,35.974792,"Yeongcheon-si, Gyeongsangbuk-do, South Korea",200,NA
"Geoje, Gyeongsangnam-do, South Korea, South Korea",128.62256,34.889503,"Geoje-si, Gyeongsangnam-do, South Korea",200,NA
"Hongcheon, Gangwon-do, South Korea, South Korea",127.88558,37.691463,"Hongcheon-gun, Gangwon-do, South Korea",200,NA
"Bukjeju, Jeju-do, South Korea, South Korea",126.53139,33.499829,"Jeju-do, South Korea",200,NA
"Haenam, Jeollanam-do, South Korea, South Korea",126.59877,34.57185,"Haenam-gun, Jeollanam-do, South Korea",200,NA
"Miryang, Gyeongsangnam-do, South Korea, South Korea",128.74718,35.49662,"Miryang-si, Gyeongsangnam-do, South Korea",200,NA
"Muan, Jeollanam-do, South Korea, South Korea",126.47502,34.989544,"Muan-gun, Jeollanam-do, South Korea",200,NA
"Namhae, Gyeongsangnam-do, South Korea, South Korea",127.89408,34.838158,"Namhae-gun, Gyeongsangnam-do, South Korea",200,NA
"Wando, Jeollanam-do, South Korea, South Korea",126.74695,34.318836,"Wando-gun, Jeollanam-do, South Korea",200,NA
"Yeongam, Jeollanam-do, South Korea, South Korea",126.71374,34.79392,"Yeongam-gun, Jeollanam-do, South Korea",200,NA
"South Florida, United States, United States (Continental)",-80.1918,25.7617,"South Florida, Florida, United States",200,NA
"North Florida, United States, United States (Continental)",-81.6557,30.3322,"North Florida, Florida, United States",200,NA
"Quincy, Florida, United States, United States (Continental)",-84.575781,30.58818,"Quincy, Florida, United States",200,NA
Cameroon,12.213754,4.806512,Cameroon,200,NA
"Mutulu, Guder, Ethiopia, Ethiopia",38.33333,9.18333,"Guder, Oromia, Ethiopia",200,NA
"Adam Tulu, Ethiopia, Ethiopia",38.708521,7.864201,"Adami Tulu, Oromia, Ethiopia",200,NA
"Arata Chaffa, Ziway, Ethiopia, Ethiopia",38.724109,7.932797,"Ziway, Oromia, Ethiopia",200,NA
"Karafildicha, Shashemene, Ethiopia, Ethiopia",38.592139,7.203768,"Shashemene, Oromia, Ethiopia",200,NA
"Tsedey, Holeta, Ethiopia, Ethiopia",38.493676,9.065247,"ሆለታ / Holeta, Oromia, Ethiopia",200,NA
"Ziway, Ethiopia, Ethiopia",38.724109,7.932797,"Ziway, Oromia, Ethiopia",200,NA
"Agaro, Jimma, Ethiopia, Ethiopia",36.589582,7.856633,"Agaro, Oromia, Ethiopia",200,NA
"Ambo, Ethiopia, Ethiopia",37.855441,8.982104,"አምቦ / Ambo, Oromia, Ethiopia",200,NA
"Arjo, Ethiopia, Ethiopia",36.46667,8.81667,"Arjo, Oromia, Ethiopia",200,NA
"Awassa, Ethiopia, Ethiopia",38.476398,7.065289,"Awasa, Sidama, Ethiopia",200,NA
"Bako, Ethiopia, Ethiopia",37.065626,9.121731,"Bako, Oromia, Ethiopia",200,NA
"Dedo, Jimma, Ethiopia, Ethiopia",36.831167,7.675224,"Jima, Oromia, Ethiopia",200,NA
"Ginchi, Ethiopia, Ethiopia",39.05,8.66667,"GichI, Oromia, Ethiopia",200,NA
"Goromt, east Hararge, Ethiopia, Ethiopia",42.12333,12.11417,"Hararte, Afar, Ethiopia",200,NA
"Jato, Gedo, Ethiopia, Ethiopia",37.450763,9.011917,"Gedo, Oromia, Ethiopia",200,NA
"Jeldu, Ethiopia, Ethiopia",37.66667,9.01667,"Jeldu, Oromia, Ethiopia",200,NA
"Jimma, Ethiopia, Ethiopia",36.831167,7.675224,"Jima, Oromia, Ethiopia",200,NA
"Kejo, Ethiopia, Ethiopia",38.954495,6.375133,"Mejo, Sidama, Ethiopia",200,NA
"Kombolcha, east Hararge, Ethiopia, Ethiopia",39.744941,11.069213,"Kembolcha, Amhara, Ethiopia",200,NA
"Qarsa, east Hararge, Ethiopia, Ethiopia",39.7286,8.384298,"Qarsa, Oromia, Ethiopia",200,NA
"Goromt, Ambo, Ethiopia, Ethiopia",37.855441,8.982104,"አምቦ / Ambo, Oromia, Ethiopia",200,NA
"Batangas, Philippines, Philippines",121.058476,13.755872,"Batangas, Philippines",200,NA
"Laguna, Philippines, Philippines",121.414889,14.281817,"Laguna, Philippines",200,NA
"Neuva Ecija, Philippines, Philippines",121.084299,15.540867,"Nueva Ecija, Philippines",200,NA
"Pangasinan, Philippines, Philippines",120.230709,16.020636,"Pangasinan, Philippines",200,NA
"Quezon, Philippines, Philippines",122.18413,14.005032,"Quezon, Quezon, Philippines",200,NA
"Changyeong, South Korea, South Korea",128.49707,35.54093,"Changnyeong-gun, Gyeongsangnam-do, South Korea",200,NA
"Eumseong, South Korea, South Korea",127.69193,36.93688,"Eumseong-gun, Chungcheongbuk-do, South Korea",200,NA
"Hwaseong, South Korea, South Korea",126.83067,37.199448,"Hwaseong-si, Gyeonggi-do, South Korea",200,NA
"Naju, South Korea, South Korea",126.711655,35.01594,"Naju-si, Jeollanam-do, South Korea",200,NA
"Seosan, South Korea, South Korea",126.455696,36.780994,"Seosan-si, Chungcheongnam-do, South Korea",200,NA
"Pyeongtaek, South Korea, South Korea",127.11431,36.99238,"Pyeongtaek-si, Gyeonggi-do, South Korea",200,NA
"Uiwang, South Korea, South Korea",126.970436,37.345135,"Uiwang-si, Gyeonggi-do, South Korea",200,NA
"Basse-Pointe, Martinique Island, French West Indes, Martinique",-61.11447,14.86896,"Basse-Pointe, Martinique",200,NA
"Gros Morne, Martinique Island, French West Indes, France, Martinique",-61.003185,14.710634,"Gros-Morne, Martinique",200,NA
"Le Vauclin, Martinique Island, French West Indes, France, Martinique",-60.83982,14.545516,"Le Vauclin, Martinique",200,NA
"Le Lamentin, Martinique Island, French West Indes, France, Martinique",-61.000248,14.615964,"Le Lamentin, Martinique",200,NA
"Le Lorrain, Martinique Island, French West Indes, France, Martinique",-61.054543,14.832407,"Le Lorrain, Martinique",200,NA
"Ajoupa-Bouillon, Martinique Island, French West Indes, Martinique",-61.114235,14.825143,"L'Ajoupa-Bouillon, Martinique",200,NA
"Le Precheur, Martinique Island, French West Indes, France, Martinique",-61.224827,14.802278,"Le Prêcheur, Martinique",200,NA
"KwaZulu/Natal province, South Africa, South Africa",30.378889,-29.6,"KwaZulu-Natal, South Africa",200,NA
"Ntcheu, Malawi, Malawi",34.638433,-14.817874,"Ntcheu, Malawi",200,NA
"Dedza, Malawi, Malawi",34.328238,-14.380727,"Dedza, Malawi",200,NA
"Johor, Malaysia, Malaysia",103.764906,1.458199,"Johor, Malaysia",200,NA
"Kedah, Malaysia, Malaysia",100.368396,6.123191,"Kedah, Malaysia",200,NA
"Kelantan, Malaysia, Malaysia",102.237807,6.124791,"Kelantan, Malaysia",200,NA
"Perak, Malaysia, Malaysia",101.090024,4.598682,"Perak, Malaysia",200,NA
"Selangor, Malaysia, Malaysia",101.518528,3.073943,"Selangor, Malaysia",200,NA
"Terengganu, Malaysia, Malaysia",103.138327,5.329646,"Terengganu, Malaysia",200,NA
"Valle del Cauca, Colombia, Colombia",-76.532526,3.451999,"Valle del Cauca, Colombia",200,NA
"Uraba, Colombia, Colombia",-74.80322,3.37615,"Colombia, Huila, Colombia",200,NA
"Quindio, Colombia, Colombia",-75.672375,4.536307,"Quindío, Colombia",200,NA
"Alamo, Tecun Uman, Guatemala, Guatemala",-90.531457,14.652295,"Tecun Umán, Guatemala, Guatemala, Guatemala",200,NA
"Mojarras, Coatepeque, Guatemala, Guatemala",-90.5314,14.6228,"Guatemala, Guatemala, Guatemala",200,NA
"Morales, Izabal, Guatemala, Guatemala",-88.84173,15.472046,"Morales, Izabal, Guatemala",200,NA
"Tiquisate, Escuintla, Guatemala, Guatemala",-90.78451,14.304339,"Escuintla, Escuintla, Guatemala",200,NA
"Jalapa, Guatamala, Guatemala, Guatemala",-90.5314,14.6228,"Guatemala, Guatemala, Guatemala",200,NA
"Sanarate, El Progreso, Guatemala, Guatemala",-90.19866,14.787433,"Sanarate, El Progreso, Guatemala",200,NA
"Agua Blanca, Jutiapa, Guatemala, Guatemala",-89.64822,14.4974,"Agua Blanca, Jutiapa, Guatemala",200,NA
"Amatillo, Chiquimula, Guatemala, Guatemala",-89.596907,14.529789,"Amatillo, Ipala, Chiquimula, Guatemala",200,NA
"Camotan, Chiquimula, Guatemala, Guatemala",-89.54427,14.801636,"Chiquimula, Chiquimula, Guatemala",200,NA
"El Asintal, Retalhuleu, Guatemala, Guatemala",-91.72652,14.597199,"El Asintal, Retalhuleu, Guatemala",200,NA
"Ipala, Chiquimula, Guatemala, Guatemala",-90.485282,14.68502,"Avenida Chiquimula, Chinautla, Guatemala, Guatemala",200,NA
"Monjas, Jalapa, Guatemala, Guatemala",-89.86757,14.505719,"Monjas, Jalapa, Guatemala",200,NA
"San Juan Sacatepequez, Guatemala, Guatemala, Guatemala",-90.617095,14.670123,"Carretera A San Juan Sacatepéquez, San Pedro Sacatepéquez, Guatemala, Guatemala",200,NA
"Tres Ceibas, Jutiapa, Guatemala, Guatemala",-90.513284,14.641614,"Guatemala, Guatemala",200,NA
"Estanzuela, Zacapa, Guatemala, Guatemala",-90.48668,14.68715,"Calle Zacapa, Chinautla, Guatemala, Guatemala",200,NA
"Concepcion Chiquirichapa, Quetzaltenango, Guatemala, Guatemala",-91.62336,14.855132,"Concepción Chiquirichapa, Quetzaltenango, Guatemala",200,NA
"Miramundo, Jalapa, Guatemala, Guatemala",-90.513284,14.641614,"Guatemala, Guatemala",200,NA
"Palencia, Guatemala., Guatemala, Guatemala",-90.5314,14.6228,"Guatemala, Guatemala, Guatemala",200,NA
"Patzicia, Chimaltenango, Guatemala, Guatemala",-90.92538,14.632556,"Patzicía, Chimaltenango, Guatemala",200,NA
"Purulha, Baja Verapaz, Guatemala, Guatemala",-90.23702,15.236056,"Purulhá, Baja Verapaz, Guatemala",200,NA
"San Juan Alzatate, Jalapa, Guatemala, Guatemala",-89.356798,14.568398,"Colonia San Juan, Esquipulas, Chiquimula, Guatemala",200,NA
"San Martin Sacatepequez, Quetzaltenango, Guatemala, Guatemala",-91.642845,14.824035,"San Martín Sacatepéquez, Quetzaltenango, Guatemala",200,NA
"Solola, Solola, Guatemala, Guatemala",-91.18264,14.770715,"Sololá, Sololá, Guatemala",200,NA
Turkey,35.179593,39.060481,Türkiye,200,NA
"Igrega Nova, Alagoas, Brazil, Brazil",-36.657417,-10.127599,"Igreja Nova, Alagoas, Brazil",200,NA
"Palmeira dos Indios, Brazil, Brazil",-36.63044,-9.406037,"Palmeira dos Índios, Alagoas, Brazil",200,NA
"Penedo, Brazil, Brazil",-36.546837,-10.27183,"Avenida Brasil, Santa Izabel, Penedo - Alagoas, 57200-000, Brazil",200,NA
"Apartado, Uraba, Colombia, Colombia",-76.63424,7.883667,"Apartadó, Antioquia, Colombia",200,NA
"Carepa, Colombia, Colombia",-74.80322,3.37615,"Colombia, Huila, Colombia",200,NA
"Chigorodo, Uraba, Colombia, Colombia",-76.68051,7.669816,"Chigorodó, Antioquia, Colombia",200,NA
"Cienaga, Colombia, Colombia",-74.2515,11.010804,"Ciénaga, Magdalena, Colombia",200,NA
"Ibague, Tolima, Colombia, Colombia",-75.21015,4.439148,"Ibagué, Tolima, Colombia",200,NA
"Santa Marta, Colombia, Colombia",-74.195045,11.232136,"Santa Marta, Magdalena, Colombia",200,NA
"Turbo, Colombia, Colombia",-76.727104,8.094004,"Turbo, Antioquia, Colombia",200,NA
"Saint George County, Trinidad and Tobago, Republic of Trinidad and Tobago",-60.735024,11.185289,"Tobago, Trinidad and Tobago",200,NA
Uruguay,-56.012396,-32.799646,Uruguay,200,NA
"Tokyo, Japan, Japan",139.692526,35.68882,"Tokyo Prefecture, Japan",200,NA
"Hyogo, Japan, Japan",134.651754,35.288306,"Hyōgo, Japan",200,NA
"Mie, Japan, Japan",136.308889,34.496311,"Mie, Japan",200,NA
"Ehime, Shikoku, Japan, Japan",132.83314,33.505763,"Ehime, Japan",200,NA
"Gunma, Honshu, Japan, Japan",139.161478,36.898674,"Gunma, Japan",200,NA
"Hokkaido, Japan, Japan",142.54973,43.27064,"Hokkaido, Japan",200,NA
"Kumamoto, Japan, Japan",130.73354,32.7836,"熊本市, Kumamoto, Japan",200,NA
"Nagano, Japan, Japan",138.124434,36.232408,"Nagano, Japan",200,NA
"Nara, Japan, Japan",135.82472,34.6808,"奈良市, Nara, Japan",200,NA
"Shiga, Japan, Japan",135.919333,35.353309,"Shiga, Japan",200,NA
"Tottori, Japan, Japan",134.033759,35.407346,"Tottori, Japan",200,NA
"Wakayama, Japan, Japan",135.190746,33.998027,"Wakayama, Japan",200,NA
"Chiba, Honshu, Japan, Japan",140.106265,35.607063,"Chiba, Japan",200,NA
"Yamanashi, Japan, Japan",138.673048,35.824594,"Yamanashi, Japan",200,NA
Portugal,-8.562731,39.600995,Portugal,200,NA
"England, United Kingdom, United Kingdom",-0.676182,52.38146,"England, United Kingdom",200,NA
"Apopka, Florida, United States, United States (Continental)",-81.509457,28.673111,"Apopka, Florida, United States",200,NA
"Hastings, Florida, United States, United States (Continental)",-81.508258,29.717067,"Hastings, Florida, United States",200,NA
"Ardebil, Iran, Iran",48.065085,38.09724,"Shiran, Neer, Ardabil, Iran",200,NA
"Hamadan, Iran, Iran",48.515246,34.799289,"Hamadan, Iran",200,NA
"Isfahan, Iran, Iran",51.153085,32.70392,"Tiran, Tiran & Karvan, Isfahan, Iran",200,NA
"Khuzestan, Iran, Iran",48.67932,31.323064,"Khuzestan, Iran",200,NA
"Semnan, Iran, Iran",53.388462,35.583797,"Semnan, Semnan, Iran",200,NA
"Yaounde (V) area II, Cameroon, Cameroon",11.520526,3.864768,"Yaounde, Centre, Cameroon",200,NA
"Yaounde, Cameroon, Cameroon",11.520526,3.864768,"Yaounde, Centre, Cameroon",200,NA
"Bafia, Cameroon, Cameroon",11.220593,4.739933,"Bafia, Centre, Cameroon",200,NA
"Foumbot, Cameroon, Cameroon",10.638147,5.510861,"Foumbot, West, Cameroon",200,NA
"Akonolinga, Cameroon, Cameroon",12.244917,3.77339,"Akonolinga, Centre, Cameroon",200,NA
"Bafang, Cameroon, Cameroon",10.179748,5.158664,"Bafang, West, Cameroon",200,NA
"Baham, Cameroon, Cameroon",10.368438,5.334612,"Baham, West, Cameroon",200,NA
"Buea, Cameroon, Cameroon",9.243115,4.151854,"Buea, Southwest, Cameroon",200,NA
"Mbouda, Cameroon, Cameroon",10.254744,5.627374,"Mbouda, West, Cameroon",200,NA
"Obala (ZAE5), Cameroon, Cameroon",11.534664,4.165713,"Obala, Centre, Cameroon",200,NA
"Yaounde (V) area I, Cameroon, Cameroon",11.520526,3.864768,"Yaounde, Centre, Cameroon",200,NA
"Yaounde (V) area IV, Cameroon, Cameroon",11.520526,3.864768,"Yaounde, Centre, Cameroon",200,NA
"Yaounde (V) area V, Cameroon, Cameroon",11.520526,3.864768,"Yaounde, Centre, Cameroon",200,NA
"Yaounde (ZAE5), Cameroon, Cameroon",11.520526,3.864768,"Yaounde, Centre, Cameroon",200,NA
"Dschang (ZAE3), Cameroon, Cameroon",10.052308,5.452149,"Dschang, West, Cameroon",200,NA
"Hong'an, Hubei, China, China",114.61326,31.289326,"Hongan Xian, Huanggang Shi, Hubei, China",200,NA
"Longxi, Fujiang, China, China",118.78,27.531858,"Songxi Xian, Nanping Shi, Fujian, China",200,NA
"Nanning, Guangxi, China, China",108.3631,22.818563,"Nanning Shi, Guangxi, China",200,NA
"Tiantai, Zhejiang, China, China",121.00607,29.146236,"Tiantai Xian, Taizhou Shi, Zhejiang, China",200,NA
"Pingnan, Fujian, China, China",118.98203,26.912052,"Pingnan Xian, Ningde Shi, Fujian, China",200,NA
"Sanmenjiang, Guangxi, China, China",108.712813,23.657149,"Guangxi, China",200,NA
"Yongtai, Fujian, China, China",118.92663,25.871195,"Yongtai Xian, Fuzhou Shi, Fujian, China",200,NA
"Putian, Fujian, China, China",119.00408,25.454481,"Putian Shi, Fujian, China",200,NA
"Fuqing, Fujian, China, China",119.37865,25.72393,"Fuqing Shi, Fuzhou Shi, Fujian, China",200,NA
"Shipai, Guangdong, China, China",114.058809,24.012789,"Guangdong, China",200,NA
"Shunde, Guangdong, China, China",113.29195,22.808157,"Shunde Qu, Fuoshan Shi, Guangdong, China",200,NA
"Fuchuan, Guangxi, China, China",111.32378,24.89718,"Fuchuan Yaozu Zizhixian, Hezhou Shi, Guangxi, China",200,NA
"Fuquan, Guizhou, China, China",107.50898,26.705421,"Fuquan Shi, Qiannan Buyizu Miaozu Zizhizhou, Guizhou, China",200,NA
"Lipu, Guangxi, China, China",110.3915,24.490475,"Lipu Shi, Guilin Shi, Guangxi, China",200,NA
"Luzhai, Guangxi, China, China",109.74701,24.476986,"Luzhai Xian, Liuzhou Shi, Guangxi, China",200,NA
"Shaowu, Fujian, China, China",117.49039,27.347145,"Shaowu Shi, Nanping Shi, Fujian, China",200,NA
"Shaxian, Fujian, China, China",117.78815,26.3996,"Shaxian Qu, Sanming Shi, Fujian, China",200,NA
"Xiangzhou, Guangxi, China, China",109.693596,23.969788,"Xiangzhou Xian, Laibin Shi, Guangxi, China",200,NA
"Xinhui, Guangdong, China, China",113.02874,22.462723,"Xinhui Qu, Jiangmen Shi, Guangdong, China",200,NA
"Wuhan, Hubei, China, China",114.28899,30.580944,"Wuhan Shi, Hubei, China",200,NA
"Beifeng, Fujian, China, China",118.002348,26.10072,"Fujian, China",200,NA
"Damian, Sichuan, China, China",102.519789,31.405377,"Sichuan, China",200,NA
"Jinjiang, Fujian, China, China",118.54884,24.78589,"Jinjiang Shi, Quanzhou Shi, Fujian, China",200,NA
"Xiamen, Fujian, China, China",118.08627,24.47891,"Xiamen Shi, Fujian, China",200,NA
"Chengdu, Sichuan, China, China",104.07872,30.659126,"Chengdu Shi, Sichuan, China",200,NA
"Huaihua, Hunan, China, China",109.98324,27.549168,"Huaihua Shi, Hunan, China",200,NA
"Beijing, China, China",116.391297,39.905714,"Beijing, China",200,NA
"Enshi, Hubei, China, China",109.475266,30.297075,"Enshi Shi, Enshi Tujiazu Miaozu Zizhizhou, Hubei, China",200,NA
"Fuzhou, Fujian, China, China",119.30031,26.087498,"Fuzhou Shi, Fujian, China",200,NA
"Guangzhou, Guangdong, China, China",113.27006,23.125345,"Guangzhou Shi, Guangdong, China",200,NA
"Liangshan, Sichuan, China, China",102.26343,27.89,"Liangshan Yizu Zizhizhou, Sichuan, China",200,NA
"Nanhai, Guangdong, China, China",113.13708,23.030457,"Nanhai Qu, Fuoshan Shi, Guangdong, China",200,NA
"Peng county, Sichuan, China, China",116.58857,34.696243,"Feng Xian, Xuzhou Shi, Jiangsu, China",200,NA
"Shimen, Hunan, China, China",111.373955,29.588758,"Shimen Xian, Changde Shi, Hunan, China",200,NA
"Tai'an, Shangdong, China, China",117.08227,36.199562,"Tai'an Shi, Shandong, China",200,NA
"Xinhuang, Hunan, China, China",109.16897,27.35633,"Xinhuang Dongzu Zizhixian, Huaihua Shi, Hunan, China",200,NA
"Zhichang, Guizhou, China, China",106.824357,27.217552,"Guizhou, China",200,NA
"Chaling, Hunan, China, China",111.128925,28.200995,"Hunan, China",200,NA
"Henan, China, China",113.461723,33.537251,"Henan, China",200,NA
"Lushan, Henan, China, China",112.90624,33.74099,"Lushan Xian, Pingdingshan Shi, Henan, China",200,NA
Bangladesh,90.077974,24.347608,Bangladesh,200,NA
"Mol-Raw, Belgium, Belgium",5.115527,51.184042,"Mol, Antwerp, Belgium",200,NA
"Santa Juliana, Brazil, Brazil",-47.52817,-19.31222,"Santa Juliana, Minas Gerais, Brazil",200,NA
Finland,26.199539,62.777754,Finland,200,NA
"Aquitaine, France, France",0.860577,47.502233,"L'aquitaine, 37380 Reugny, France",200,NA
"Boigneville, France, France",2.372519,48.335197,"Boigneville, Essonne, France",200,NA
"Bordeaux, France, France",-0.570681,44.840115,"Bordeaux, Gironde, France",200,NA
"Marmande, France, France",0.166287,44.498253,"Marmande, Lot-et-Garonne, France",200,NA
"Saumur, France, France",-0.076935,47.26004,"Saumur, Maine-et-Loire, France",200,NA
"Kourou, French Guiana, French Guiana",-52.643288,5.157353,"Kourou, French Guiana",200,NA
Guinea,-11.029862,10.785546,Guinea,200,NA
Haiti,-72.434515,19.182436,Haiti,200,NA
Iran,54.301374,32.565838,Iran,200,NA
"Saint Helena (Piarco), Trinidad and Tobago, Republic of Trinidad and Tobago",-60.735024,11.185289,"Tobago, Trinidad and Tobago",200,NA
Slovenia,14.694076,46.169458,Slovenia,200,NA
"Canarias, Spain, Spain",-16.254088,28.469648,"Canary Islands, Spain",200,NA
"Castilla-Leon, Spain, Spain",-5.545323,42.624133,"Calle Castilla, 24195 Villaquilambre, León, Spain",200,NA
"Galicia, Spain, Spain",-8.545861,42.880422,"Galicia, Spain",200,NA
"La Palma, Spain, Spain",-4.432922,36.74002,"La Palma, Málaga, Málaga, Spain",200,NA
"Soria, Spain, Spain",-2.469399,41.764282,"Soria, Soria, Spain",200,NA
"Salamanca, Tormes River, Castilla-Leon, Spain, Spain",-5.13874,41.55005,"Castile and León, Spain",200,NA
"North Carolina, United States, United States (Continental)",-79.389684,35.556885,"North Carolina, United States",200,NA
Zimbabwe,29.938669,-19.189459,Zimbabwe,200,NA
"Aino, Unzen, Nagasaki, Kyushu, Japan, Japan",130.18745,32.83471,"雲仙市, Nagasaki, Japan",200,NA
